transaction_id,customer_id,transaction_date,transaction_status,coupon_name,burn_date,branch_id,days_to_burn,join_date,city_id,gender_id,city_name,gender_name,merchant_id,merchant_name
4468,906,2024-06-26,subscribed,dns-048,,1,,2024-05-30,7,2,Mansoura,Female,11,"Smith, Lawson and Hernandez"
4469,387,2023-03-20,burned,OrM-723,2023-03-22,10,2.0,2023-01-03,14,1,Damietta,Male,13,Thomas-Nelson
4470,768,2024-05-14,subscribed,kla-756,,6,,2024-03-11,15,1,Aswan,Male,15,Butler-Gomez
4471,699,2024-07-13,burned,NYM-488,2024-09-24,1,73.0,2024-07-12,8,1,El-Mahalla El-Kubra,Male,11,"Smith, Lawson and Hernandez"
4472,76,2023-07-17,subscribed,hqO-113,,1,,2022-10-28,1,2,Cairo,Female,11,"Smith, Lawson and Hernandez"
4473,177,2024-07-06,subscribed,kiL-863,,8,,2022-11-14,1,1,Cairo,Male,20,Griffin-Leblanc
4474,827,2023-09-09,subscribed,CMl-802,,9,,2021-08-21,14,1,Damietta,Male,13,Thomas-Nelson
4475,799,2024-03-19,subscribed,ecR-909,,2,,2023-10-29,6,2,Suez,Female,18,Lewis LLC
4476,349,2023-09-07,subscribed,WWO-944,,9,,2022-09-10,4,2,Shubra El-Kheima,Female,13,Thomas-Nelson
4477,255,2024-01-15,subscribed,UdQ-969,,5,,2022-06-13,4,1,Shubra El-Kheima,Male,9,"Campbell, Shaffer and Martinez"
4478,837,2023-07-19,burned,oQX-386,2023-08-19,8,31.0,2023-01-09,18,1,Beni Suef,Male,20,Griffin-Leblanc
4479,702,2024-05-15,subscribed,nSz-857,,7,,2024-03-14,4,2,Shubra El-Kheima,Female,7,Berry-Anderson
4480,308,2024-05-06,burned,PZH-368,2024-06-04,7,29.0,2024-02-04,10,2,Asyut,Female,7,Berry-Anderson
4481,345,2022-12-14,burned,KOS-015,2023-03-12,4,88.0,2022-07-01,12,1,Fayyum,Male,15,Butler-Gomez
4482,127,2023-06-24,subscribed,QIr-029,,2,,2022-02-14,13,2,Zagazig,Female,18,Lewis LLC
4483,937,2023-07-06,subscribed,wXa-674,,5,,2022-10-04,4,1,Shubra El-Kheima,Male,9,"Campbell, Shaffer and Martinez"
4484,287,2023-05-06,burned,nBG-575,2023-05-13,3,7.0,2022-03-11,12,1,Fayyum,Male,8,Medina-Foster
4485,766,2024-04-13,subscribed,AOB-542,,9,,2024-01-02,13,1,Zagazig,Male,13,Thomas-Nelson
4486,725,2022-10-11,subscribed,tiH-377,,6,,2021-11-18,16,2,Minya,Female,15,Butler-Gomez
4487,762,2024-01-07,subscribed,Iwv-656,,1,,2023-10-31,4,2,Shubra El-Kheima,Female,11,"Smith, Lawson and Hernandez"
4488,596,2023-10-03,subscribed,ASQ-718,,3,,2021-08-20,18,2,Beni Suef,Female,8,Medina-Foster
4489,487,2022-10-24,subscribed,TOJ-573,,4,,2022-03-13,12,2,Fayyum,Female,15,Butler-Gomez
4490,383,2024-06-04,subscribed,XbW-730,,9,,2021-11-22,14,2,Damietta,Female,13,Thomas-Nelson
4491,406,2024-07-13,subscribed,rJG-777,,6,,2024-06-30,13,2,Zagazig,Female,15,Butler-Gomez
4492,388,2024-04-07,burned,AiP-363,2024-04-21,4,14.0,2022-11-07,20,1,Sohag,Male,15,Butler-Gomez
4493,525,2023-07-26,subscribed,nyL-338,,1,,2023-02-28,17,2,Damanhur,Female,11,"Smith, Lawson and Hernandez"
4494,557,2024-01-31,burned,byh-865,2024-03-17,8,46.0,2022-08-28,11,1,Ismailia,Male,20,Griffin-Leblanc
4495,639,2024-02-13,burned,jJZ-302,2024-03-12,2,28.0,2024-01-22,1,2,Cairo,Female,18,Lewis LLC
4496,938,2023-08-19,burned,gjt-518,2023-10-21,8,63.0,2022-10-17,12,2,Fayyum,Female,20,Griffin-Leblanc
4497,626,2023-10-22,burned,Ofp-138,2024-01-05,6,75.0,2021-08-28,5,1,Port Said,Male,15,Butler-Gomez
4498,945,2023-05-15,subscribed,pGI-431,,8,,2022-04-01,11,1,Ismailia,Male,20,Griffin-Leblanc
4499,276,2022-12-25,burned,Qkw-428,2023-02-10,6,47.0,2022-05-25,2,2,Alexandria,Female,15,Butler-Gomez
4500,500,2024-03-03,burned,QPP-354,2024-04-05,5,33.0,2024-02-28,18,1,Beni Suef,Male,9,"Campbell, Shaffer and Martinez"
4501,717,2023-01-19,burned,Tdr-938,2023-02-21,5,33.0,2022-12-11,2,2,Alexandria,Female,9,"Campbell, Shaffer and Martinez"
4502,337,2023-05-29,burned,xgN-580,2023-08-08,10,71.0,2022-06-23,20,1,Sohag,Male,13,Thomas-Nelson
4503,950,2022-09-23,burned,pvs-869,2022-09-25,10,2.0,2022-02-16,8,2,El-Mahalla El-Kubra,Female,13,Thomas-Nelson
4504,932,2024-07-14,subscribed,nOb-878,,8,,2024-07-13,20,1,Sohag,Male,20,Griffin-Leblanc
4505,481,2024-04-07,subscribed,JZv-165,,7,,2023-06-24,20,1,Sohag,Male,7,Berry-Anderson
4506,897,2023-11-28,burned,TwY-251,2024-02-03,8,67.0,2022-03-11,14,1,Damietta,Male,20,Griffin-Leblanc
4507,911,2023-07-10,subscribed,sYe-069,,8,,2022-10-18,15,1,Aswan,Male,20,Griffin-Leblanc
4508,973,2024-04-25,subscribed,eMv-411,,7,,2023-11-29,10,2,Asyut,Female,7,Berry-Anderson
4509,273,2024-05-14,burned,mGy-124,2024-07-31,2,78.0,2023-04-26,13,1,Zagazig,Male,18,Lewis LLC
4510,920,2024-03-15,burned,HBH-042,2024-04-10,9,26.0,2022-10-02,1,1,Cairo,Male,13,Thomas-Nelson
4511,58,2022-09-15,burned,HPt-767,2022-10-13,7,28.0,2022-07-31,12,1,Fayyum,Male,7,Berry-Anderson
4512,328,2024-05-10,subscribed,HaV-716,,6,,2024-04-13,16,1,Minya,Male,15,Butler-Gomez
4513,731,2024-07-07,burned,VTY-863,2024-07-30,9,23.0,2024-03-12,3,2,Giza,Female,13,Thomas-Nelson
4514,109,2023-02-19,subscribed,CLZ-666,,1,,2022-12-18,14,1,Damietta,Male,11,"Smith, Lawson and Hernandez"
4515,279,2022-04-25,subscribed,rRR-278,,2,,2022-04-10,1,2,Cairo,Female,18,Lewis LLC
4516,686,2024-06-09,subscribed,zIc-772,,1,,2022-07-13,2,2,Alexandria,Female,11,"Smith, Lawson and Hernandez"
4517,328,2024-05-13,burned,mnR-765,2024-07-24,10,72.0,2024-04-13,16,1,Minya,Male,13,Thomas-Nelson
4518,776,2022-10-26,subscribed,DFh-975,,3,,2022-01-08,12,1,Fayyum,Male,8,Medina-Foster
4519,315,2022-04-14,burned,Lsa-681,2022-07-11,5,88.0,2021-08-16,16,2,Minya,Female,9,"Campbell, Shaffer and Martinez"
4520,474,2023-08-22,burned,cwY-408,2023-09-23,1,32.0,2022-05-27,12,1,Fayyum,Male,11,"Smith, Lawson and Hernandez"
4521,111,2024-07-11,burned,eTt-382,2024-09-09,4,60.0,2024-03-11,1,1,Cairo,Male,15,Butler-Gomez
4522,699,2024-07-13,burned,lWy-684,2024-09-13,8,62.0,2024-07-12,8,1,El-Mahalla El-Kubra,Male,20,Griffin-Leblanc
4523,781,2023-03-08,burned,TRV-802,2023-04-19,6,42.0,2022-12-02,6,1,Suez,Male,15,Butler-Gomez
4524,935,2023-11-20,subscribed,dgc-264,,1,,2023-01-21,5,2,Port Said,Female,11,"Smith, Lawson and Hernandez"
4525,229,2024-05-14,subscribed,rSx-395,,1,,2023-02-19,9,2,Tanta,Female,11,"Smith, Lawson and Hernandez"
4526,497,2024-07-03,subscribed,vQi-130,,3,,2024-06-24,3,1,Giza,Male,8,Medina-Foster
4527,156,2024-05-23,subscribed,kHg-900,,10,,2024-05-22,10,2,Asyut,Female,13,Thomas-Nelson
4528,473,2023-02-15,subscribed,RUV-095,,8,,2022-11-21,4,2,Shubra El-Kheima,Female,20,Griffin-Leblanc
4529,701,2024-03-10,burned,ErV-862,2024-05-15,8,66.0,2023-01-11,8,2,El-Mahalla El-Kubra,Female,20,Griffin-Leblanc
4530,272,2024-05-14,burned,XBV-716,2024-08-03,3,81.0,2023-08-17,6,2,Suez,Female,8,Medina-Foster
4531,887,2024-05-12,subscribed,gKg-677,,7,,2024-04-19,14,1,Damietta,Male,7,Berry-Anderson
4532,2,2023-08-04,subscribed,pOl-407,,3,,2023-05-02,20,2,Sohag,Female,8,Medina-Foster
4533,758,2023-10-28,subscribed,GPu-100,,4,,2022-09-19,12,1,Fayyum,Male,15,Butler-Gomez
4534,722,2024-06-06,burned,sZh-644,2024-07-16,9,40.0,2023-08-18,15,2,Aswan,Female,13,Thomas-Nelson
4535,511,2024-05-18,burned,HUY-170,2024-06-03,4,16.0,2023-01-07,8,2,El-Mahalla El-Kubra,Female,15,Butler-Gomez
4536,913,2022-10-06,burned,PZR-708,2022-10-12,3,6.0,2022-04-06,1,2,Cairo,Female,8,Medina-Foster
4537,286,2024-03-18,subscribed,kAo-387,,5,,2021-10-03,17,2,Damanhur,Female,9,"Campbell, Shaffer and Martinez"
4538,871,2023-12-30,subscribed,Kcl-119,,7,,2022-06-09,9,2,Tanta,Female,7,Berry-Anderson
4539,13,2023-09-28,subscribed,fjq-715,,5,,2021-08-02,2,2,Alexandria,Female,9,"Campbell, Shaffer and Martinez"
4540,608,2023-12-12,subscribed,yyY-991,,4,,2023-11-29,15,1,Aswan,Male,15,Butler-Gomez
4541,498,2024-07-14,burned,oYU-854,2024-08-16,8,33.0,2024-07-11,11,1,Ismailia,Male,20,Griffin-Leblanc
4542,733,2024-03-08,subscribed,qrL-396,,4,,2023-05-16,15,2,Aswan,Female,15,Butler-Gomez
4543,238,2023-06-09,subscribed,ClF-595,,2,,2022-07-29,11,2,Ismailia,Female,18,Lewis LLC
4544,94,2024-03-09,subscribed,sAh-375,,10,,2023-07-06,9,2,Tanta,Female,13,Thomas-Nelson
4545,338,2023-10-07,burned,bEk-685,2023-11-30,6,54.0,2021-12-25,10,2,Asyut,Female,15,Butler-Gomez
4546,781,2023-09-15,burned,xPa-421,2023-11-09,2,55.0,2022-12-02,6,1,Suez,Male,18,Lewis LLC
4547,171,2024-06-05,subscribed,FZs-629,,3,,2023-03-25,17,2,Damanhur,Female,8,Medina-Foster
4548,981,2024-06-05,burned,FIK-932,2024-07-10,1,35.0,2022-01-24,1,2,Cairo,Female,11,"Smith, Lawson and Hernandez"
4549,606,2022-11-21,burned,AWP-830,2022-12-15,5,24.0,2022-10-12,1,2,Cairo,Female,9,"Campbell, Shaffer and Martinez"
4550,661,2024-01-28,burned,Vsj-361,2024-02-24,9,27.0,2021-08-29,7,1,Mansoura,Male,13,Thomas-Nelson
4551,624,2023-03-26,burned,iWs-602,2023-04-02,2,7.0,2022-02-26,3,2,Giza,Female,18,Lewis LLC
4552,567,2023-04-18,burned,Toh-345,2023-04-20,7,2.0,2021-08-13,14,1,Damietta,Male,7,Berry-Anderson
4553,849,2024-07-13,subscribed,NcN-269,,5,,2024-04-09,9,1,Tanta,Male,9,"Campbell, Shaffer and Martinez"
4554,936,2024-01-01,subscribed,BDZ-655,,2,,2023-07-11,15,2,Aswan,Female,18,Lewis LLC
4555,467,2024-01-15,subscribed,BIL-605,,8,,2023-02-26,17,2,Damanhur,Female,20,Griffin-Leblanc
4556,628,2024-06-13,burned,CQK-392,2024-07-02,6,19.0,2022-11-30,10,2,Asyut,Female,15,Butler-Gomez
4557,143,2024-05-23,burned,uDG-682,2024-06-29,4,37.0,2024-01-29,1,2,Cairo,Female,15,Butler-Gomez
4558,201,2023-11-28,burned,ZXe-541,2023-12-08,4,10.0,2023-08-09,3,1,Giza,Male,15,Butler-Gomez
4559,180,2024-06-19,burned,uGR-243,2024-08-17,2,59.0,2022-09-03,12,2,Fayyum,Female,18,Lewis LLC
4560,714,2024-03-03,subscribed,LpV-527,,3,,2022-12-26,9,2,Tanta,Female,8,Medina-Foster
4561,364,2024-02-18,subscribed,Rnj-740,,7,,2023-07-12,5,1,Port Said,Male,7,Berry-Anderson
4562,479,2024-05-18,subscribed,YPi-724,,3,,2022-04-21,7,1,Mansoura,Male,8,Medina-Foster
4563,565,2024-01-05,subscribed,SbV-932,,5,,2022-06-08,9,1,Tanta,Male,9,"Campbell, Shaffer and Martinez"
4564,471,2024-03-05,subscribed,FkW-770,,10,,2023-07-26,19,1,Qena,Male,13,Thomas-Nelson
4565,384,2024-01-06,subscribed,dEA-946,,6,,2021-10-02,5,2,Port Said,Female,15,Butler-Gomez
4566,692,2024-04-29,burned,AhA-110,2024-06-27,6,59.0,2024-03-19,16,1,Minya,Male,15,Butler-Gomez
4567,926,2023-11-14,burned,qET-906,2023-12-23,4,39.0,2023-02-09,1,2,Cairo,Female,15,Butler-Gomez
4568,417,2023-10-17,subscribed,DQL-974,,6,,2023-01-08,1,1,Cairo,Male,15,Butler-Gomez
4569,825,2024-01-07,burned,fkp-918,2024-03-29,3,82.0,2023-11-14,15,2,Aswan,Female,8,Medina-Foster
4570,308,2024-03-29,subscribed,sSf-379,,7,,2024-02-04,10,2,Asyut,Female,7,Berry-Anderson
4571,649,2023-06-23,subscribed,QvM-034,,7,,2023-04-27,1,1,Cairo,Male,7,Berry-Anderson
4572,694,2022-07-02,burned,uRY-824,2022-09-28,4,88.0,2021-12-06,19,1,Qena,Male,15,Butler-Gomez
4573,367,2024-02-21,subscribed,SGI-230,,2,,2024-01-17,1,2,Cairo,Female,18,Lewis LLC
4574,1,2024-05-26,subscribed,AFy-893,,7,,2022-01-08,7,1,Mansoura,Male,7,Berry-Anderson
4575,44,2024-04-02,subscribed,AYW-074,,3,,2023-07-24,8,1,El-Mahalla El-Kubra,Male,8,Medina-Foster
4576,739,2022-10-08,burned,bXf-262,2022-12-01,1,54.0,2021-12-04,14,2,Damietta,Female,11,"Smith, Lawson and Hernandez"
4577,843,2024-05-12,burned,gFG-123,2024-06-10,2,29.0,2021-07-25,13,2,Zagazig,Female,18,Lewis LLC
4578,98,2022-06-22,burned,pHc-258,2022-06-25,10,3.0,2021-10-29,1,2,Cairo,Female,13,Thomas-Nelson
4579,720,2023-09-08,burned,bwo-298,2023-10-13,9,35.0,2022-01-24,13,2,Zagazig,Female,13,Thomas-Nelson
4580,265,2023-02-06,subscribed,TbR-045,,8,,2022-02-25,17,2,Damanhur,Female,20,Griffin-Leblanc
4581,800,2023-08-15,burned,Ivf-563,2023-09-05,6,21.0,2022-07-14,2,2,Alexandria,Female,15,Butler-Gomez
4582,783,2023-10-29,burned,ies-948,2023-12-11,6,43.0,2023-04-01,2,2,Alexandria,Female,15,Butler-Gomez
4583,140,2024-06-27,burned,msk-616,2024-08-02,1,36.0,2022-08-08,20,1,Sohag,Male,11,"Smith, Lawson and Hernandez"
4584,481,2023-12-27,subscribed,FnM-291,,2,,2023-06-24,20,1,Sohag,Male,18,Lewis LLC
4585,237,2023-11-27,burned,pFD-268,2023-12-11,4,14.0,2023-09-15,20,1,Sohag,Male,15,Butler-Gomez
4586,974,2023-05-29,burned,YDl-094,2023-08-25,3,88.0,2021-08-13,17,2,Damanhur,Female,8,Medina-Foster
4587,953,2023-12-20,subscribed,VtH-984,,1,,2023-08-04,8,1,El-Mahalla El-Kubra,Male,11,"Smith, Lawson and Hernandez"
4588,904,2023-11-28,subscribed,POy-328,,8,,2023-10-26,6,2,Suez,Female,20,Griffin-Leblanc
4589,72,2024-06-11,subscribed,pUw-795,,7,,2023-04-03,13,2,Zagazig,Female,7,Berry-Anderson
4590,667,2022-05-11,subscribed,rrh-661,,4,,2021-08-19,18,1,Beni Suef,Male,15,Butler-Gomez
4591,190,2023-10-02,burned,oYd-388,2023-12-22,9,81.0,2022-05-23,11,2,Ismailia,Female,13,Thomas-Nelson
4592,268,2024-06-17,subscribed,cmp-377,,4,,2024-01-10,12,1,Fayyum,Male,15,Butler-Gomez
4593,321,2024-02-03,burned,lUE-006,2024-03-08,1,34.0,2023-08-11,7,2,Mansoura,Female,11,"Smith, Lawson and Hernandez"
4594,107,2023-01-15,burned,APH-175,2023-03-25,10,69.0,2021-07-21,5,1,Port Said,Male,13,Thomas-Nelson
4595,232,2024-05-11,burned,nvm-388,2024-07-30,1,80.0,2024-04-17,16,1,Minya,Male,11,"Smith, Lawson and Hernandez"
4596,42,2022-09-11,burned,dtz-392,2022-11-03,1,53.0,2021-09-25,7,1,Mansoura,Male,11,"Smith, Lawson and Hernandez"
4597,702,2024-05-01,burned,hhO-307,2024-06-13,1,43.0,2024-03-14,4,2,Shubra El-Kheima,Female,11,"Smith, Lawson and Hernandez"
4598,883,2022-10-21,subscribed,PbG-261,,4,,2022-02-13,8,1,El-Mahalla El-Kubra,Male,15,Butler-Gomez
4599,139,2023-07-19,burned,Jtl-675,2023-10-08,1,81.0,2022-10-09,12,2,Fayyum,Female,11,"Smith, Lawson and Hernandez"
4600,615,2024-06-28,burned,LRJ-037,2024-09-19,2,83.0,2022-12-11,9,2,Tanta,Female,18,Lewis LLC
4601,683,2024-01-16,burned,dqR-929,2024-02-04,4,19.0,2024-01-02,17,2,Damanhur,Female,15,Butler-Gomez
4602,863,2023-12-11,subscribed,vyX-027,,7,,2022-11-16,2,2,Alexandria,Female,7,Berry-Anderson
4603,273,2023-09-11,burned,suT-907,2023-10-16,2,35.0,2023-04-26,13,1,Zagazig,Male,18,Lewis LLC
4604,481,2024-02-04,burned,HFo-247,2024-05-02,8,88.0,2023-06-24,20,1,Sohag,Male,20,Griffin-Leblanc
4605,416,2023-10-18,subscribed,ybv-190,,7,,2022-12-24,1,2,Cairo,Female,7,Berry-Anderson
4606,506,2024-06-22,burned,axs-015,2024-07-28,9,36.0,2024-05-28,17,2,Damanhur,Female,13,Thomas-Nelson
4607,733,2023-12-16,burned,DYx-691,2024-03-12,6,87.0,2023-05-16,15,2,Aswan,Female,15,Butler-Gomez
4608,725,2022-04-27,subscribed,Gqo-345,,4,,2021-11-18,16,2,Minya,Female,15,Butler-Gomez
4609,853,2024-06-25,burned,HTI-143,2024-08-19,6,55.0,2024-04-29,15,1,Aswan,Male,15,Butler-Gomez
4610,424,2023-05-11,burned,cAL-539,2023-07-24,4,74.0,2022-10-08,1,2,Cairo,Female,15,Butler-Gomez
4611,407,2023-08-08,burned,VYe-803,2023-10-29,7,82.0,2023-06-03,4,1,Shubra El-Kheima,Male,7,Berry-Anderson
4612,568,2023-06-10,burned,sXv-335,2023-09-07,9,89.0,2022-03-18,15,2,Aswan,Female,13,Thomas-Nelson
4613,390,2024-04-06,burned,WAC-242,2024-05-04,3,28.0,2021-12-12,12,1,Fayyum,Male,8,Medina-Foster
4614,342,2024-01-12,subscribed,xnD-707,,3,,2023-09-28,5,1,Port Said,Male,8,Medina-Foster
4615,946,2024-06-12,subscribed,jYj-605,,2,,2022-08-08,5,1,Port Said,Male,18,Lewis LLC
4616,614,2022-04-05,subscribed,bZk-789,,1,,2022-03-12,2,2,Alexandria,Female,11,"Smith, Lawson and Hernandez"
4617,933,2024-07-14,burned,GSm-621,2024-07-18,1,4.0,2024-07-10,15,2,Aswan,Female,11,"Smith, Lawson and Hernandez"
4618,493,2021-12-11,burned,ceR-203,2022-01-04,3,24.0,2021-08-06,10,2,Asyut,Female,8,Medina-Foster
4619,192,2024-02-01,burned,RME-223,2024-02-16,7,15.0,2021-12-04,16,2,Minya,Female,7,Berry-Anderson
4620,499,2024-02-27,subscribed,dQv-831,,9,,2024-02-16,11,1,Ismailia,Male,13,Thomas-Nelson
4621,822,2024-07-12,burned,fHx-136,2024-09-29,2,79.0,2024-06-14,20,2,Sohag,Female,18,Lewis LLC
4622,712,2022-01-18,burned,FXc-978,2022-02-12,7,25.0,2021-08-02,1,2,Cairo,Female,7,Berry-Anderson
4623,233,2023-11-12,burned,dfG-649,2023-12-10,1,28.0,2023-10-03,16,2,Minya,Female,11,"Smith, Lawson and Hernandez"
4624,945,2023-09-26,subscribed,QsZ-470,,2,,2022-04-01,11,1,Ismailia,Male,18,Lewis LLC
4625,227,2022-10-13,subscribed,XIa-256,,6,,2021-10-12,5,1,Port Said,Male,15,Butler-Gomez
4626,371,2022-12-07,burned,RGK-878,2023-01-16,5,40.0,2022-02-11,16,1,Minya,Male,9,"Campbell, Shaffer and Martinez"
4627,139,2022-11-28,burned,RqW-049,2022-11-30,8,2.0,2022-10-09,12,2,Fayyum,Female,20,Griffin-Leblanc
4628,856,2024-06-10,burned,FWm-282,2024-08-01,2,52.0,2024-01-18,17,2,Damanhur,Female,18,Lewis LLC
4629,817,2024-04-26,subscribed,LZc-667,,1,,2023-11-20,6,2,Suez,Female,11,"Smith, Lawson and Hernandez"
4630,149,2023-07-22,subscribed,JjJ-697,,7,,2022-10-19,7,1,Mansoura,Male,7,Berry-Anderson
4631,115,2024-04-09,subscribed,faF-472,,6,,2024-02-20,9,1,Tanta,Male,15,Butler-Gomez
4632,450,2024-01-11,burned,Gzm-552,2024-03-07,8,56.0,2024-01-09,5,1,Port Said,Male,20,Griffin-Leblanc
4633,63,2023-11-18,subscribed,HTR-616,,8,,2021-12-22,16,2,Minya,Female,20,Griffin-Leblanc
4634,104,2023-02-05,burned,dVN-878,2023-02-16,2,11.0,2022-01-05,3,1,Giza,Male,18,Lewis LLC
4635,851,2024-01-30,burned,rdm-723,2024-01-31,8,1.0,2022-07-20,9,2,Tanta,Female,20,Griffin-Leblanc
4636,871,2024-05-23,subscribed,mNC-684,,6,,2022-06-09,9,2,Tanta,Female,15,Butler-Gomez
4637,668,2024-06-15,burned,DDW-470,2024-08-23,9,69.0,2024-05-10,15,1,Aswan,Male,13,Thomas-Nelson
4638,273,2024-03-19,subscribed,LEF-345,,7,,2023-04-26,13,1,Zagazig,Male,7,Berry-Anderson
4639,6,2023-10-30,burned,hVf-194,2023-10-31,2,1.0,2023-01-31,7,1,Mansoura,Male,18,Lewis LLC
4640,147,2024-06-19,burned,xOx-170,2024-08-14,8,56.0,2024-06-19,9,1,Tanta,Male,20,Griffin-Leblanc
4641,184,2022-10-04,subscribed,eSY-509,,9,,2022-07-14,17,2,Damanhur,Female,13,Thomas-Nelson
4642,998,2024-05-12,burned,hPr-741,2024-06-02,7,21.0,2024-03-09,11,2,Ismailia,Female,7,Berry-Anderson
4643,28,2024-05-01,burned,aif-032,2024-06-16,4,46.0,2022-04-30,3,2,Giza,Female,15,Butler-Gomez
4644,962,2024-05-12,burned,KoS-919,2024-07-24,9,73.0,2021-10-17,15,2,Aswan,Female,13,Thomas-Nelson
4645,550,2024-04-24,burned,SrX-098,2024-07-01,4,68.0,2023-10-29,6,1,Suez,Male,15,Butler-Gomez
4646,119,2024-04-22,burned,Eci-188,2024-05-30,4,38.0,2022-05-21,13,1,Zagazig,Male,15,Butler-Gomez
4647,293,2023-08-29,burned,vKz-119,2023-10-05,9,37.0,2023-08-08,17,2,Damanhur,Female,13,Thomas-Nelson
4648,371,2023-04-07,burned,qGb-532,2023-05-17,8,40.0,2022-02-11,16,1,Minya,Male,20,Griffin-Leblanc
4649,244,2024-01-03,burned,Kxq-363,2024-02-22,4,50.0,2023-08-02,20,2,Sohag,Female,15,Butler-Gomez
4650,580,2024-04-14,subscribed,iij-103,,8,,2023-11-28,4,2,Shubra El-Kheima,Female,20,Griffin-Leblanc
4651,726,2024-07-13,subscribed,ePT-683,,8,,2024-07-08,17,1,Damanhur,Male,20,Griffin-Leblanc
4652,218,2024-05-29,burned,rDj-110,2024-08-07,7,70.0,2021-08-05,16,1,Minya,Male,7,Berry-Anderson
4653,177,2022-12-24,burned,azS-062,2023-02-21,10,59.0,2022-11-14,1,1,Cairo,Male,13,Thomas-Nelson
4654,299,2024-05-16,subscribed,uGY-682,,6,,2024-02-13,3,1,Giza,Male,15,Butler-Gomez
4655,676,2022-10-09,burned,sQS-794,2022-10-11,8,2.0,2021-09-04,19,1,Qena,Male,20,Griffin-Leblanc
4656,58,2023-02-23,subscribed,Isz-251,,7,,2022-07-31,12,1,Fayyum,Male,7,Berry-Anderson
4657,269,2023-05-04,subscribed,BZr-385,,5,,2021-07-31,19,1,Qena,Male,9,"Campbell, Shaffer and Martinez"
4658,308,2024-04-28,subscribed,Edr-723,,4,,2024-02-04,10,2,Asyut,Female,15,Butler-Gomez
4659,570,2023-06-08,burned,Ewk-161,2023-08-04,2,57.0,2022-09-09,3,2,Giza,Female,18,Lewis LLC
4660,288,2022-03-16,burned,yze-657,2022-05-28,8,73.0,2021-09-04,14,1,Damietta,Male,20,Griffin-Leblanc
4661,977,2024-05-30,burned,eKb-834,2024-07-18,9,49.0,2022-05-20,14,1,Damietta,Male,13,Thomas-Nelson
4662,105,2023-05-26,subscribed,gcy-762,,4,,2021-11-29,1,1,Cairo,Male,15,Butler-Gomez
4663,228,2023-10-25,subscribed,xna-078,,4,,2023-06-23,9,2,Tanta,Female,15,Butler-Gomez
4664,247,2024-01-19,subscribed,wfC-798,,5,,2021-09-24,3,2,Giza,Female,9,"Campbell, Shaffer and Martinez"
4665,700,2022-09-26,burned,NVv-048,2022-09-30,2,4.0,2022-02-08,4,1,Shubra El-Kheima,Male,18,Lewis LLC
4666,494,2023-12-15,subscribed,Dkv-584,,7,,2022-09-18,7,1,Mansoura,Male,7,Berry-Anderson
4667,83,2023-07-03,subscribed,fhR-186,,5,,2022-06-16,19,2,Qena,Female,9,"Campbell, Shaffer and Martinez"
4668,186,2023-03-13,burned,pgM-839,2023-03-27,6,14.0,2023-03-08,5,2,Port Said,Female,15,Butler-Gomez
4669,252,2023-08-01,subscribed,ify-486,,4,,2023-02-01,3,1,Giza,Male,15,Butler-Gomez
4670,355,2023-01-20,subscribed,DPT-758,,8,,2021-10-11,8,1,El-Mahalla El-Kubra,Male,20,Griffin-Leblanc
4671,750,2023-02-25,burned,kpK-607,2023-04-29,8,63.0,2022-05-22,3,1,Giza,Male,20,Griffin-Leblanc
4672,872,2024-03-14,burned,IKt-675,2024-03-22,5,8.0,2024-02-21,5,1,Port Said,Male,9,"Campbell, Shaffer and Martinez"
4673,696,2024-02-09,subscribed,NyX-586,,6,,2023-10-24,16,2,Minya,Female,15,Butler-Gomez
4674,796,2024-06-16,burned,taJ-994,2024-08-10,3,55.0,2023-12-20,8,2,El-Mahalla El-Kubra,Female,8,Medina-Foster
4675,897,2022-09-26,subscribed,wDh-738,,1,,2022-03-11,14,1,Damietta,Male,11,"Smith, Lawson and Hernandez"
4676,938,2023-05-15,burned,ogA-608,2023-07-22,9,68.0,2022-10-17,12,2,Fayyum,Female,13,Thomas-Nelson
4677,210,2024-06-06,subscribed,CNW-777,,9,,2023-10-01,18,1,Beni Suef,Male,13,Thomas-Nelson
4678,816,2023-05-18,burned,rGi-787,2023-06-09,3,22.0,2022-03-24,5,1,Port Said,Male,8,Medina-Foster
4679,808,2024-06-23,subscribed,Nex-898,,4,,2022-06-01,19,2,Qena,Female,15,Butler-Gomez
4680,609,2023-02-16,burned,MTB-268,2023-03-13,7,25.0,2022-11-15,17,2,Damanhur,Female,7,Berry-Anderson
4681,447,2024-02-15,burned,Mpx-251,2024-04-26,2,71.0,2024-01-24,4,1,Shubra El-Kheima,Male,18,Lewis LLC
4682,460,2024-05-14,burned,kGD-807,2024-06-09,3,26.0,2023-11-01,5,2,Port Said,Female,8,Medina-Foster
4683,968,2024-04-09,burned,cBL-059,2024-07-05,6,87.0,2021-08-10,16,1,Minya,Male,15,Butler-Gomez
4684,472,2023-02-04,burned,JDG-979,2023-02-20,8,16.0,2022-09-17,17,2,Damanhur,Female,20,Griffin-Leblanc
4685,720,2022-10-05,burned,wGX-037,2022-10-29,1,24.0,2022-01-24,13,2,Zagazig,Female,11,"Smith, Lawson and Hernandez"
4686,370,2023-04-03,burned,MpJ-458,2023-06-02,4,60.0,2023-03-24,2,2,Alexandria,Female,15,Butler-Gomez
